1	1190.1
2	2284.4999999998777
3	1223.800000000041
4	845.2000000000203
5	1200.4000000000406
6	1652.1000000000015
7	1089.1000000000395
8	1308.2000000000482
9	1082.4000000000324
10	708.9000000000207
11	678.900000000014
12	539.1000000000016
13	710.1000000000145
14	681.7000000000128
15	1244.3000000000477
16	1136.9000000000417
17	1506.5000000000462
18	772.2000000000185
19	445.99999999999915
20	1406.5000000000584
21	1585.8999999999953
22	516.6000000000005
23	580.7000000000116
24	1478.100000000055
25	767.7000000000145
26	686.6000000000179
27	1578.1000000000038
28	1685.300000000071
29	936.3000000000287
30	677.9000000000167
31	606.0000000000138
32	1149.9999999999998
33	456.79999999999916
34	1244.4000000000494
35	685.9000000000136
36	554.1000000000087
37	1260.7000000000442
38	518.8999999999987
39	470.3999999999994
40	522.4999999999992
41	657.7000000000304
42	3890.3999999998946
43	1015.2000000000077
44	1220.999999999991
45	551.9000000000052
46	717.7000000000146
47	650.5000000000088
48	557.5000000000077
49	659.9000000000158
50	565.8000000000097
