1	398.6999999999973
5	295.5000000000042
6	497.69999999999243
7	264.9000000000033
9	437.7999999999962
10	353.9000000000003
13	683.5999999999733
14	887.69999999996
17	294.30000000000246
18	794.8999999999676
19	623.9999999999809
20	298.30000000000217
22	33.599999999999945
23	393.79999999999905
24	354.9000000000005
25	397.60000000000105
26	243.5000000000025
28	312.40000000000293
30	265.6000000000032
32	384.60000000000065
33	297.20000000000306
34	423.2999999999967
40	659.3999999999729
41	545.9999999999983
42	514.4999999999977
43	922.0999999999569
44	824.4999999999591
45	418.6999999999976
46	594.9999999999885
47	742.7999999999672
48	643.2999999999737
49	393.49999999999915
50	336.00000000000284
52	800.2999999999631
60	522.699999999993
61	570.7999999999857
62	425.0999999999959
63	444.39999999999554
66	390.19999999999754
67	861.1999999999604
68	319.20000000000346
69	417.29999999999825
70	633.8999999999736
71	562.19999999999
72	414.59999999999894
73	693.2999999999673
75	1408.4999999999686
76	216.50000000000233
77	598.9999999999859
78	332.3000000000015
79	598.5999999999865
81	567.1999999999921
83	623.3999999999792
84	385.99999999999875
88	398.39999999999793
90	578.9999999999876
94	325.50000000000324
100	171.00000000000227
101	305.7000000000034
102	555.0999999999927
103	675.8999999999722
104	505.9999999999944
105	584.999999999993
106	590.9999999999906
107	408.5999999999971
108	431.0999999999967
109	666.1999999999725
110	580.1999999999857
111	278.6000000000033
112	246.40000000000262
113	627.2999999999879
114	641.0999999999761
115	685.5999999999725
120	414.09999999999866
121	341.7000000000024
122	217.70000000000266
123	114.50000000000009
